Gene_Symbol,GLP1_log2FC,GLP1_padj,Berberine_log2FC,Berberine_padj
Rarres1,-0.6056237688603632,0.0036129299033564,2.6832462277478264,0.0046256385856911
Itsn1,0.2849334972534717,0.0036129299033564,-1.7471885694769105,0.0009239193273464
Gjb2,-0.9414582536740924,0.0037011549646737,4.6539744502483416,0.0001256510331174
BC051226,-0.4153318351368892,0.0037011549646737,-1.0033416554515506,0.0457472880480508
Clic6,1.882037496768022,0.003807122480614,5.169250903263224,0.0013249423546338
Ttc39b,0.3142930991138737,0.0039865238413117,-0.8029520247526419,0.0079941395233679
Arl4c,0.4197076390594076,0.0040845850700566,3.1281897220582855,0.0137788465145802
Zfp970,-0.5200431652009866,0.0044363337296601,-1.595495979551511,0.0035257696943904
Crim1,-0.3756161826252756,0.0044584094853777,-1.1022407880603753,0.0418309269035307
Gm49668,-0.1892349026074302,0.0045345274177622,0.9300546768987568,0.0368451437607392
Hspd1-ps4,-0.6346109457574468,0.0046547668950074,-1.8119562634756008,0.0452867388251519
Hilpda,0.5232798045829355,0.0053505964369437,-2.4344381953996943,0.0001051862294296
Col1a1,0.7393674384478739,0.0054464230773001,-1.9242148541768067,0.0109537924159994
Adamts5,-0.4235896188989,0.0055104266134607,-2.0519020782641624,0.0119944139692382
E4f1,-0.1377561246914804,0.0055240178023488,0.6214029368421138,0.0050563603942443
Lep,-0.4272944167636446,0.0055240178023488,-3.1705426145525704,0.0006540438864241
Prpf40b,-0.249917515369569,0.0057143350890275,0.7566537083956617,0.0062146142713903
Ankrd40,-0.263064906126344,0.0059959779746902,-0.8304674525103356,0.0142447700016206
Unc93b1,0.402823373231269,0.0059985196511288,-1.7116874613299755,0.0383166859703514
Mfrp,0.6254777647648785,0.0060006880570164,6.661046567907768,0.0001078595720297
Rock2,-0.3031277018550038,0.0061753360138744,-1.3775559353290587,0.0118628801493655
Pkhd1,-0.7386666188442956,0.0064142169552809,7.473103291238326,1.0209783195293402e-06
Mettl16,-0.1380009074825262,0.0065755429554193,-0.4719077086724496,0.0098414357592182
Lzts3,-0.2369651045644289,0.0070418810317533,2.0378624192339294,0.0001648010814974
Heatr6,-0.0943543425149547,0.0070847805509102,-0.3679482183249553,0.0112223536036005
Gsap,0.3393129674150353,0.0073822945842475,-1.275904800936675,0.0361063161069059
Fyb2,1.3895280262011456,0.0075535310828015,4.405322956744707,0.0012730880254422
Hoxb9,-0.4278340380786325,0.007626305877599,4.771925378417783,1.3830961040015572e-13
Gm10037,-0.5128950148356773,0.007626305877599,-1.2458721022036918,0.0368959819747213
Gstm6,-0.7269176699666022,0.007626305877599,3.037083703762951,0.0238585616511605
Snapc4,-0.1901006448397893,0.0076791038062788,0.9860533246141,0.0389885760074142
C1qa,0.4043762494560175,0.0076802519996219,-1.8836763630191675,0.0215833522316552
Tsc22d2,-0.3740755387637289,0.0081932982342737,-2.045772732132657,0.0006640328380807
Gm7334,-0.2443310971670762,0.0083196219438319,2.6647218061951468,0.0234111984393253
3930402G23Rik,0.5801097678354754,0.0084449133223705,-3.39258837464525,1.8481742259373487e-05
Gm4876,-0.5610662602739238,0.0084645794589294,-2.0074590926454543,0.0417017369663357
Fstl1,0.8066897949603381,0.0085886294023688,-1.7777103079788512,0.0235665619517331
Wnk4,0.4644957744188828,0.0087757635822189,3.4671066449301784,0.0005100389460242
Synpo2,-0.5183582569015316,0.0087761582247954,-2.180434470650233,0.0071570107108514
Thbs3,0.7509773556607398,0.009129017553271,-1.1523110646755323,0.0209221881800567
Trim39,-0.1933875623124784,0.0092144175823079,0.8812565087546375,0.0394153940631885
Mab21l3,0.8099944504021046,0.0095023230698374,5.6660108852793085,0.019200312158159
Taz,-0.0879935887344143,0.0096468813953582,0.8963238859697183,0.0019357664891927
Emp1,0.3495624158754916,0.0096905823848134,-2.5091189373652454,0.0002667132422462
Lamb1,0.2758868770844535,0.0097499050049219,-1.2998981263434417,0.0416965743135628
Pxylp1,0.5616514697133462,0.009765235753328,3.599674145502575,0.0047297745355103
Fam184a,-0.5395892148412571,0.009765235753328,2.2206864139902582,0.0013067073688228
Nipal1,1.1190107865156698,0.009765235753328,3.9380418596349074,0.023897469790617
Zkscan1,0.109537124366316,0.0104317106067312,0.7241128416144327,0.0037012192125683
Cmklr1,0.2967457058856508,0.0108894048389815,-1.9048480789245223,0.0476638779788521
Dse,0.1607933634983992,0.0109828039907293,-2.224397652994787,0.0059822457649659
Bcar3,0.4676299297686824,0.0113272560765608,-2.0668544845466505,0.0016844362934076
Cdr2,-0.4236083142227522,0.0120623517177652,-2.089466354295588,0.0114636688608862
Ifi211,0.3698583710212771,0.0121969882279285,-1.8207632623067824,0.0252138697420428
Slfn8,0.2936015851328843,0.0125398939825466,-1.2327709374321976,0.0481522745026748
Steap3,0.3422653751627417,0.0129698530396601,-1.997622910374046,0.0331699778434836
Cenpa,0.5530293591894663,0.0131228560798503,-1.4157410444379397,0.0226020574737985
Tnfrsf1b,0.4676153936918714,0.0133297791778256,-1.4326208423217734,0.0125021074396382
Slc25a29,-0.4696668302552848,0.0133898397501131,3.0673631871845664,0.0066820701718731
Usp2,0.4730692911664727,0.0135436783497426,2.3810676520401,1.9535583914200453e-08
Clip4,0.7551077439338356,0.0138328073369529,1.841555987982748,0.0276925422884377
Lhfpl2,0.3403527647118012,0.0140716300890772,-2.112671890898755,2.0899089249482673e-05
Tm9sf1,0.1310642424261617,0.0141729886430778,0.7086122934525158,0.0299186653609775
Gstm7,-0.4948129557610008,0.0143771027580181,5.251112558321694,0.0002458957041731
Haglr,-0.7664363511407003,0.0143774112589519,1.786232414001624,0.0433758076983321
Map4k1,0.5185939606538168,0.0144314748060077,-1.9482874237307752,0.0325778879718534
Tlr8,0.540735354851509,0.0144381611248093,-3.0270197956728495,0.0023407395318833
Vcan,0.7865411598730095,0.0146259885772735,-1.67642564533315,0.0455346099920009
Mpdz,-0.2917761273662486,0.0148064162495709,-1.3960333978000672,0.0459147663694349
Hlf,-0.6706329860163074,0.0152916132843101,2.3594925829595037,1.2935009247432288e-05
Extl1,0.9449661993879794,0.0153168660346045,4.578447661765,0.0019533152833721
Eno3,-0.3467429355852312,0.0153659759491312,0.8796974770797722,0.0093726614178493
Trim2,0.3136865658754609,0.0153659759491312,2.3612612307203613,3.731654577203593e-06
Arhgef6,0.2164608082863956,0.0153758785138942,-1.8395742596775029,0.0209239998258172
Nectin4,0.3556593501958569,0.0153758785138942,3.490023749521232,0.0053752394533431
Abca9,0.3493488672578412,0.0154037115554709,-1.886934286766704,0.0365075242562774
D930048N14Rik,-0.5759936045875975,0.0156999517722214,2.4120383167187955,5.281213973835013e-13
Gm8730,0.1247491925184283,0.0159137076344378,1.1435825558203974,0.0106169740187092
Calml3,1.457745818964075,0.0159210960237974,8.671351756453642,1.0486192728635956e-11
Emx2,0.6191121629842359,0.0159277762000835,5.705246043479326,8.428056545646713e-10
Scml4,0.7266117488107701,0.0160125930090603,3.1129558055190745,0.0063631396461657
Gm5578,-0.2801332771192898,0.0163940714799695,-1.723068135609077,0.0199448571002621
Tnxb,0.5056833560550599,0.0165693610105282,-1.9635550001105455,0.0008741128150292
Lama2,0.3976530119263888,0.0167487039933242,-1.2084921428943,0.0209129917067314
Ppox,-0.159480110848589,0.0170415055092622,0.6775859307828578,0.0042974195982451
Gldc,0.5410124387262922,0.0171412636807825,4.480564196358547,0.0090288708647671
Sgpp1,0.3638911974199813,0.0172596489785091,2.0907619829421047,0.0052134623512537
Fgfrl1,-0.3562551509289263,0.0173268597906123,-1.918641782953936,0.0144333375701538
Dock8,-0.3100848332686204,0.0181624326328934,-2.246425778925812,0.0005091394585239
Gm9917,-0.1693156998392365,0.0186736342576307,1.9378255958492976,0.0354371377672213
Fam102a,0.3362710292751741,0.0187482482037198,1.6879940210079447,0.0025725518734084
Dock10,0.2229454357618916,0.0187491447537801,-1.6863271056512774,0.0161035560818843
Suox,-0.2435798358844645,0.0192960780699307,3.467307567397234,0.0005547085864292
Hoxd3os1,-0.4285455785214142,0.0194393874742095,1.5969664696769752,0.0203991657918541
Cstb,0.3277897991225997,0.0202192287135236,-0.7666948742056365,0.0236253390105068
Dzank1,-0.3966866122803698,0.020415897922467,1.8858691761580884,6.220329906024604e-05
Map3k13,-0.3567029154447362,0.0205967917805752,2.533829306989884,0.0005463303997152
Lin7c,0.1090996730712706,0.0207246437275812,0.4176859693202948,0.0187378146241938
Fbxo22,-0.1617466305907537,0.0209533798121193,-0.7582172291515027,0.0098997822765724
Ift27,-0.214480061460717,0.0210392317317925,0.750793431421374,0.0208329504222993
Ubd,0.5704065459761133,0.021425371482653,-2.399549195135154,0.0325778879718534
Nptn,0.1675403299904614,0.0215967787561795,-0.7850762559551667,0.0049574334345934
Ctsl,0.2610770542129818,0.0216229788847714,-1.0816428887993128,0.0001525906437581
Adamts1,-0.4550171388395451,0.0216759765392408,-1.9572559261540456,0.0093495827978055
Setbp1,0.2256162973572598,0.0216985380254608,2.575061301814746,0.0026238258046961
Rab6b,-0.3796168160734779,0.0221272543081186,0.9949263849202516,0.0455665632800679
Slco1a5,0.908563134700414,0.0224185428615574,8.57444279204105,1.0043935421191963e-06
mt-Te,0.4206512626250282,0.0228304532354222,0.9636773633365876,0.0046439596081657
Col6a2,0.4217505520704466,0.0232778069086736,-2.108036264455733,7.008568983694094e-05
Sqle,0.3641344949385467,0.0235388056911197,2.1515472815744574,0.0248275547902182
Gcnt2,0.4148835434314517,0.0235388056911197,-1.8623721359615777,0.0089583165758561
Top1mt,-0.22530408453874,0.0248359527305647,0.5665076830136833,0.0411145660678715
S100a14,0.8628693213042182,0.0251468605753929,4.528632887858852,0.0293473405742751
Pcgf2,-0.3106329345981345,0.0254727203157382,1.5914462356327386,1.4736663866398564e-05
E230016M11Rik,-0.3567163374411183,0.026415552472822,1.3198961108690754,0.0129816870120989
Slc44a3,-0.36457839936634,0.0265786390028448,1.5342980207308077,0.0232884260919799
Btc,-0.8529688379685403,0.027168346244782,-1.877731156489056,0.0385475241269769
BC034090,0.4185146378537913,0.0273396196480771,2.565042650115871,0.010715032317189
Batf,0.3656210236082527,0.0277632303949726,-2.7723576080964865,0.0021849982361961
Hacd3,0.1130068799706797,0.0288276393446436,0.8687238124037561,0.0415209247962893
Spg21,-0.1336344087705768,0.0288978379262582,-0.7355874364486207,0.0274571376085366
Gask1b,-0.2552472097500302,0.0291144236940246,-2.34565066099495,0.0011322688338482
Gm4204,-0.299118312093871,0.0293344108362787,-1.7853029798660147,0.006693917015666
Epha2,-0.3357048505841508,0.0294697618307129,-1.3701616917246089,0.0447932978065064
Dennd6b,-0.2200039741299639,0.0294866506232243,1.0422835874642205,0.0209906329508294
Tnfaip8l2,0.4846520934157736,0.0294887657954704,-1.8862432729311056,0.0421890108804499
Gm5627,-0.4241127294935376,0.0295794881056428,-2.7220303897716205,0.0193969743266931
Etv3,0.2152380552490467,0.029736985705071,-1.3417359928053332,0.0060023525661678
Nebl,0.7175278417895407,0.029898359148785,2.49835582704659,0.0429056637141764
Col6a1,0.4074759992397943,0.0310524949799969,-1.8658067175195916,0.0004041885909565
Col5a1,0.205356809976379,0.0310524949799969,-1.9106668364347223,0.00424422882463
Gm19426,-0.5637109366129474,0.0314290129563799,-1.9997329274654951,0.0266406418363608
4933421O10Rik,-0.3005987262553389,0.0315593674780428,1.5588804638000826,0.0434618291258742
Cldn23,0.7020099422507705,0.0319522804486061,3.4324526503263546,0.0463250954870654
Nipal2,0.5744988043008609,0.0319522804486061,6.757933782371856,3.669308532415709e-11
Polr2c,-0.1219726306445086,0.0323567757480128,-0.2573015836781835,0.0438584795859262
Prr32,-0.4130294195635097,0.0326139696601895,-2.3960299775119527,0.0040353408870221
AB124611,0.4109422632089705,0.0328803277361214,-1.6152206914380698,0.0435138893004107
Cdhr4,-0.3046238299174403,0.0332907374231429,3.101565729618854,0.04472595873549
Rnasel,-0.2041974330411088,0.0333220998952029,-1.391645411175065,0.0011349147582655
Igkv15-103,1.9663697317371485,0.0352849299595584,3.5934137264716264,0.022343212826009
Slc4a3,-0.220873077557222,0.0360227815432324,0.5959376600232547,0.0226020574737985
Cltb,-0.2183692701739949,0.0365073450284089,-0.9831060203539644,0.0325787018907624
9330162012Rik,-0.3317911062824362,0.0365393462688762,2.678777720521066,0.0224313018677135
Ift52,-0.0888158627689625,0.0371516624258028,0.371985883225112,0.016670658503007
Slc16a11,-0.5274146497773666,0.0378385101334264,3.37678981878137,0.0063535058504928
Il10ra,0.3662387394828924,0.0380647997399401,-1.610799904370653,0.0412369190788529
C1qb,0.4216483598756321,0.0391203479859922,-2.1413256516808707,0.0102816300475378
Bcl10,0.185143397378942,0.0392891747757397,-0.4452879623737025,0.0249552902526909
Abhd14b,-0.2302788052820863,0.0395642307050428,1.137580497757731,2.8900754686724617e-05
Ankrd24,-0.2935964132050592,0.0395642307050428,2.3373524052460715,0.004032002031054
St14,-0.6008240861449475,0.0398665003379568,3.4509464838937065,0.0017681251122836
Hsd17b12,0.2204179281218193,0.0398887620926158,-1.0408155057196122,0.0383496526578951
Anxa8,1.1073137131804105,0.0401956001827686,-2.2576418647401817,0.0405878839442558
Emc2,-0.1650882655874924,0.0401956001827686,-0.8107229488271313,0.0435853498211202
Rab11fip5,0.3428840727508826,0.0404352970510401,-1.2565741738201528,0.0373735401043235
Zfp946,-0.1679871658779891,0.0407350625701007,0.4306235437071228,0.0310027616191809
Zswim6,0.2848350837346758,0.0410055497506163,-0.7947215615598592,0.0281675250087415
Usp33,0.1242698456100207,0.0412579255487122,0.5915954345922535,0.0203361352236324
Rida,-0.1932698533186011,0.0413197455232819,1.440060544694606,0.0141011204869616
Ttc39a,0.4196699206853284,0.042224842054175,4.530066598927782,4.126135694614764e-07
Hoxb7,-0.2500125503625351,0.0423437671952165,3.128321676131396,0.0016346951404752
Plxnc1,0.3061697827811463,0.0427703365791908,-2.2441093448641483,0.0173533304315233
C030037D09Rik,-0.4112073909403876,0.043053157076905,1.7803391944196978,0.0122447210935028
Pimreg,0.400276575426111,0.0434864644710121,-2.3321567073825102,0.0069347126571444
Morc4,-0.3144564594077885,0.0435565759748202,-1.4033836124301875,0.000893022036365
Gprasp1,-0.2131425787359607,0.0436101583410114,1.4663114066923668,0.0160813389701358
Erbb2,-0.2026452386714731,0.0439227807732701,2.0004844543041407,0.002260049592804
Cxxc5,0.2573630281095735,0.0442784314932707,1.9537154961452683,0.0130859636005952
Amt,-0.3071918433636339,0.0442784314932707,2.6862085357285777,2.4155542316878855e-05
Duoxa1,-0.3187213819123821,0.0445271257174011,-3.3792410939567383,0.0036103634735401
Clec4a1,0.3307557021749389,0.0445271257174011,-2.058426906906265,0.0310928876004374
4933431E20Rik,-0.2262347896714234,0.0454479500473865,2.159211916955493,8.045994564788912e-05
Enpp5,-0.303983474058548,0.0454886454032773,2.3990682212265386,0.0220264159259058
Tnxa,0.3840242080155122,0.0456443747901669,-2.0439252249093403,0.0014203482906456
Daxx,-0.2266100188088061,0.0458704800049332,-1.1241248499827097,0.0079201885366823
Gm10171,-0.1766247755156121,0.0462979384158359,-1.2167354977541112,0.0010965963485971
Hmgcs1,0.3250300715647188,0.0465556463728122,-1.4897645656911864,0.0014128273514464
Fam135a,-0.2016598897003677,0.0472366741847609,0.4414459010281221,0.0074678931214378
Hebp2,0.5868903226729137,0.0479986603614113,3.236348446954968,0.0497406982953171
Ttyh2,0.1832660650938639,0.0480438507989799,-1.9281232746796064,0.0078020371000987
Iscu,-0.1665520295954723,0.0480690122139496,-1.0693771139543358,0.0046981443710995
Gstm2,-0.2401890159010012,0.0484925521017992,1.5903430260451223,0.0225614076736819
Slc41a2,0.2650531227157707,0.048633651994909,2.697766941797424,0.0386963955967074
Pde7a,-0.2663448042417043,0.0490635985888521,-1.1692632566891927,0.0143632126078902
