"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GOMF_MAGNESIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY","GOMF_MAGNESIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY","3/47","20/16904",0.15,53.9489361702128,12.5105166789039,2.22157804195589e-05,0.0143178691719297,0.0132743046095483,"Nipal1/Nipal2/Slc41a2",3
"GOBP_MAGNESIUM_ION_TRANSPORT","GOBP_MAGNESIUM_ION_TRANSPORT","3/47","21/16904",0.142857142857143,51.3799392097264,12.1978463241907,2.58678756493761e-05,0.0143178691719297,0.0132743046095483,"Nipal1/Nipal2/Slc41a2",3
